"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","description"
"1642",2.68047659103825e-14,1.93559536648457,0.244,0.075,5.45798643467208e-10,"1","skia","v-ski avian sarcoma viral oncogene homolog a [Source:ZFIN;Acc:ZDB-GENE-990715-9]"
"1643",2.93008648310076e-14,1.99735698044082,0.185,0.043,5.96624209688976e-10,"1","foxp4","forkhead box P4 [Source:ZFIN;Acc:ZDB-GENE-101207-1]"
"1644",3.81262158860676e-14,2.36244763212036,0.263,0.093,7.76326007872109e-10,"1","cebpd","CCAAT enhancer binding protein delta [Source:ZFIN;Acc:ZDB-GENE-020111-4]"
"1645",4.00108561737528e-14,1.94746683838381,0.112,0.014,8.14701053409955e-10,"1","zeb1b","zinc finger E-box binding homeobox 1b [Source:ZFIN;Acc:ZDB-GENE-010621-1]"
"1646",4.50117504715951e-14,1.31831985489388,0.112,0.014,9.1652926310262e-10,"1","slc16a10","solute carrier family 16 member 10 [Source:NCBI gene;Acc:566499]"
"1647",4.57517021498402e-14,2.65182276770997,0.117,0.016,9.31596159175045e-10,"1","angptl7","angiopoietin-like 7 [Source:ZFIN;Acc:ZDB-GENE-041010-175]"
"1648",1.19601682715194e-13,2.78696047480342,0.166,0.036,2.43532946344678e-09,"1","rbfox1","RNA binding fox-1 homolog 1 [Source:NCBI gene;Acc:449554]"
"1649",1.51781533602663e-13,2.03485107380611,0.117,0.017,3.09057558721743e-09,"1","col12a1b","collagen, type XII, alpha 1b [Source:ZFIN;Acc:ZDB-GENE-120215-116]"
"1650",1.63091690680297e-13,1.68237222109335,0.141,0.026,3.32087300563221e-09,"1","si:ch211-285f17.1","si:ch211-285f17.1 [Source:ZFIN;Acc:ZDB-GENE-000607-77]"
"1651",1.74547248773537e-13,2.19990870351981,0.185,0.047,3.55413107952676e-09,"1","nhsl2","NHS-like 2 [Source:ZFIN;Acc:ZDB-GENE-130530-951]"
"1652",1.92362893342067e-13,1.04267658138498,0.141,0.026,3.91689323423116e-09,"1","eif4ebp3l","eukaryotic translation initiation factor 4E binding protein 3, like [Source:NCBI gene;Acc:324490]"
"1653",2.23684272515998e-13,1.98010937224966,0.166,0.037,4.55465915697074e-09,"1","slit3","slit homolog 3 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-010306-4]"
"1654",2.69531693540407e-13,1.53730298579305,0.107,0.014,5.48820434386977e-09,"1","tmtc1","transmembrane O-mannosyltransferase targeting cadherins 1 [Source:ZFIN;Acc:ZDB-GENE-070705-219]"
"1655",4.93716589971777e-13,1.30403493282102,0.117,0.018,1.00530572050053e-08,"1","metrnla","meteorin like, glial cell differentiation regulator a [Source:NCBI gene;Acc:406258]"
"1656",5.04790994657829e-13,1.09145307043336,0.112,0.016,1.02785542332227e-08,"1","calcrla","calcitonin receptor-like a [Source:NCBI gene;Acc:445508]"
"1657",5.2089833903162e-13,1.26547806747603,0.112,0.016,1.06065319793619e-08,"1","yap1","Yes-associated protein 1 [Source:NCBI gene;Acc:561411]"
"1658",5.39282480418514e-13,1.42086377440169,0.254,0.085,1.09808698662818e-08,"1","krt8","keratin 8 [Source:NCBI gene;Acc:797433]"
"1659",5.92296834324921e-13,1.76688559966581,0.141,0.027,1.2060348140524e-08,"1","foxp1b","forkhead box P1b [Source:NCBI gene;Acc:569047]"
"1660",1.03271636790177e-12,1.19715608483305,0.117,0.018,2.10281706832158e-08,"1","stard13b","StAR-related lipid transfer (START) domain containing 13b [Source:ZFIN;Acc:ZDB-GENE-050506-146]"
"1661",1.17485798804458e-12,1.27135782976915,0.107,0.015,2.39224583525637e-08,"1","mafk","v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog K [Source:ZFIN;Acc:ZDB-GENE-040624-9]"
"1662",1.50711107681163e-12,2.04669332390041,0.122,0.021,3.06877957460383e-08,"1","cxcl12a","chemokine (C-X-C motif) ligand 12a (stromal cell-derived factor 1) [Source:ZFIN;Acc:ZDB-GENE-030318-1]"
"1663",1.59068469576533e-12,1.97672315143413,0.117,0.019,3.23895217751737e-08,"1","disp1","dispatched homolog 1 (Drosophila) [Source:NCBI gene;Acc:619201]"
"1664",3.08899506037416e-12,1.2040691672463,0.137,0.026,6.28981174193386e-08,"1","adgrg6","adhesion G protein-coupled receptor G6 [Source:NCBI gene;Acc:561970]"
"1665",6.7939404196231e-12,1.91594329918241,0.141,0.03,1.38338214824366e-07,"1","epha3","eph receptor A3 [Source:ZFIN;Acc:ZDB-GENE-010724-10]"
"1666",1.04144213944008e-11,0.983858472271618,0.132,0.026,2.12058448432789e-07,"1","spry2","sprouty RTK signaling antagonist 2 [Source:ZFIN;Acc:ZDB-GENE-030131-7038]"
"1667",1.21042131449446e-11,1.35957128367535,0.127,0.025,2.46465988057361e-07,"1","msi2a","musashi RNA-binding protein 2a [Source:ZFIN;Acc:ZDB-GENE-030826-25]"
"1668",2.65765066518569e-11,1.48045736365023,0.102,0.016,5.41150828445109e-07,"1","lsp1a","lymphocyte specific protein 1 a [Source:ZFIN;Acc:ZDB-GENE-131127-171]"
"1669",3.06920965107137e-11,1.20588330615198,0.146,0.034,6.24952469151152e-07,"1","ptbp1b","polypyrimidine tract binding protein 1b [Source:ZFIN;Acc:ZDB-GENE-030131-9796]"
"1670",3.40847400144134e-11,1.38994506307101,0.122,0.024,6.94033476173486e-07,"1","slc38a5b","solute carrier family 38 member 5b [Source:ZFIN;Acc:ZDB-GENE-040718-395]"
"1671",3.55796467347015e-11,1.68530420823715,0.156,0.04,7.24472766811992e-07,"1","grb10a","growth factor receptor-bound protein 10a [Source:ZFIN;Acc:ZDB-GENE-040822-32]"
"1672",3.64704533470855e-11,1.77776176000401,0.185,0.055,7.42611371053355e-07,"1","hs6st1a","heparan sulfate 6-O-sulfotransferase 1a [Source:NCBI gene;Acc:553162]"
"1673",8.21184010028454e-11,0.907027598948393,0.102,0.017,1.67209488121994e-06,"1","homer3b","homer scaffold protein 3b [Source:ZFIN;Acc:ZDB-GENE-040426-739]"
"1674",1.33649966830309e-10,1.11809410930193,0.151,0.038,2.72138062459876e-06,"1","krt18b","keratin 18b [Source:ZFIN;Acc:ZDB-GENE-040426-1508]"
"1675",1.42713219564652e-10,1.36749024956482,0.127,0.027,2.90592657677544e-06,"1","PLEKHH3","si:ch211-18i17.2 [Source:ZFIN;Acc:ZDB-GENE-030131-5404]"
"1676",1.67438750516795e-10,1.52104922427306,0.107,0.02,3.40938783802298e-06,"1","sh3rf1","SH3 domain containing ring finger 1 [Source:NCBI gene;Acc:556523]"
"1677",1.7521901247611e-10,1.14520334933178,0.127,0.027,3.56780953203855e-06,"1","flna","filamin A, alpha (actin binding protein 280) [Source:ZFIN;Acc:ZDB-GENE-030131-2145]"
"1678",1.79498301965099e-10,2.51539949331374,0.146,0.037,3.65494442461335e-06,"1","mdka","midkine a [Source:ZFIN;Acc:ZDB-GENE-990621-1]"
"1679",2.52503027788003e-10,1.88985976993061,0.229,0.085,5.14146665181932e-06,"1","ptprfb","protein tyrosine phosphatase receptor type Fb [Source:NCBI gene;Acc:799867]"
"1680",3.20445026508442e-10,1.85255637810632,0.117,0.025,6.52490162976489e-06,"1","prex2","phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2 [Source:ZFIN;Acc:ZDB-GENE-091113-37]"
"1681",3.38615955134164e-10,1.53569334973491,0.122,0.026,6.89489807844184e-06,"1","tcf7l1b","transcription factor 7 like 1b [Source:NCBI gene;Acc:30556]"
"1682",3.4447175418924e-10,2.06127374468205,0.288,0.128,7.01413385880131e-06,"1","dacha","dachshund a [Source:ZFIN;Acc:ZDB-GENE-020402-3]"
"1683",3.72318887173752e-10,1.96760520713295,0.21,0.076,7.58115718063193e-06,"1","trps1","trichorhinophalangeal syndrome I [Source:ZFIN;Acc:ZDB-GENE-030131-8404]"
"1684",5.88834562032216e-10,1.53006649531165,0.166,0.049,1.19898493521e-05,"1","s1pr2","sphingosine-1-phosphate receptor 2 [Source:NCBI gene;Acc:170457]"
"1685",8.87317949904914e-10,1.2204835990512,0.122,0.027,1.80675680959639e-05,"1","cd82a","CD82 molecule a [Source:ZFIN;Acc:ZDB-GENE-030131-2818]"
"1686",9.05015446915825e-10,1.54827050017965,0.107,0.022,1.84279245301e-05,"1","ogna","osteoglycin, paralog a [Source:ZFIN;Acc:ZDB-GENE-050208-650]"
"1687",1.04965753412083e-09,1.63354140985376,0.151,0.042,2.13731267097684e-05,"1","enox2","ecto-NOX disulfide-thiol exchanger 2 [Source:ZFIN;Acc:ZDB-GENE-140106-157]"
"1688",1.32458910563063e-09,0.961213758640415,0.112,0.024,2.69712833688509e-05,"1","eya1","EYA transcriptional coactivator and phosphatase 1 [Source:ZFIN;Acc:ZDB-GENE-990712-18]"
"1689",1.42665941237492e-09,0.943464832440021,0.132,0.032,2.90496389547781e-05,"1","stox1","storkhead box 1 [Source:ZFIN;Acc:ZDB-GENE-030925-2]"
"1690",1.63961424579747e-09,1.84417035350968,0.22,0.087,3.33858252729281e-05,"1","socs3b","suppressor of cytokine signaling 3b [Source:ZFIN;Acc:ZDB-GENE-040426-2528]"
"1691",1.72645048046153e-09,1.71866997258307,0.19,0.066,3.51539846831577e-05,"1","wnt11","wingless-type MMTV integration site family, member 11 [Source:ZFIN;Acc:ZDB-GENE-980526-249]"
"1692",1.89859179832165e-09,3.2604920586781,0.185,0.066,3.86591261974254e-05,"1","and2","actinodin2 [Source:ZFIN;Acc:ZDB-GENE-041105-2]"
"1693",1.948077715117e-09,1.43242367705461,0.112,0.025,3.96667584352123e-05,"1","notch2","notch receptor 2 [Source:ZFIN;Acc:ZDB-GENE-000329-4]"
"1694",3.20327145545325e-09,1.9880717200511,0.234,0.1,6.5225013375939e-05,"1","bmpr1ba","bone morphogenetic protein receptor, type IBa [Source:NCBI gene;Acc:30742]"
"1695",3.58854636405011e-09,2.17451190582956,0.195,0.073,7.30699810647882e-05,"1","ddr1","discoidin domain receptor tyrosine kinase 1 [Source:ZFIN;Acc:ZDB-GENE-060323-2]"
"1696",3.62582588170467e-09,0.788477549716393,0.117,0.027,7.38290666032705e-05,"1","mych","myelocytomatosis oncogene homolog [Source:ZFIN;Acc:ZDB-GENE-030219-51]"
"1697",4.27590139532348e-09,1.38537741330908,0.137,0.037,8.70659042115767e-05,"1","vim","vimentin [Source:ZFIN;Acc:ZDB-GENE-011212-3]"
"1698",4.42343210216565e-09,1.54203881688336,0.161,0.05,9.00699244642969e-05,"1","kif26ba","kinesin family member 26Ba [Source:ZFIN;Acc:ZDB-GENE-070521-4]"
"1699",4.97653278042953e-09,1.60933937113064,0.19,0.069,0.000101332160475106,"1","lpp","LIM domain containing preferred translocation partner in lipoma [Source:ZFIN;Acc:ZDB-GENE-040426-918]"
"1700",6.03790344818559e-09,1.1658653417784,0.127,0.033,0.000122943790011955,"1","lrrc58b","leucine rich repeat containing 58b [Source:ZFIN;Acc:ZDB-GENE-050309-29]"
"1701",6.54624046402014e-09,1.24183271062799,0.102,0.022,0.000133294548328378,"1","fat1a","FAT atypical cadherin 1a [Source:ZFIN;Acc:ZDB-GENE-050425-1]"
"1702",9.72410006725486e-09,1.00913995980214,0.195,0.073,0.000198002125569443,"1","reck","reversion-inducing-cysteine-rich protein with kazal motifs [Source:NCBI gene;Acc:100334698]"
"1703",1.4266878174812e-08,1.63965072200508,0.117,0.029,0.000290502173395522,"1","bmpr1ab","bone morphogenetic protein receptor, type IAb [Source:ZFIN;Acc:ZDB-GENE-040912-150]"
"1704",2.56825172432061e-08,1.53733707144646,0.268,0.128,0.000522947416106163,"1","caska","calcium/calmodulin-dependent serine protein kinase a [Source:ZFIN;Acc:ZDB-GENE-020802-4]"
"1705",3.45560863993109e-08,1.35775779029796,0.117,0.03,0.000703631031262769,"1","arid3c","AT rich interactive domain 3C (BRIGHT-like) [Source:NCBI gene;Acc:569444]"
"1706",3.49135901553529e-08,0.830140324961634,0.117,0.03,0.000710910522743296,"1","rnd3a","Rho family GTPase 3a [Source:ZFIN;Acc:ZDB-GENE-010319-40]"
"1707",4.80423507074206e-08,1.58731259192781,0.107,0.026,0.000978238345104498,"1","pkdcca","protein kinase domain containing, cytoplasmic a [Source:ZFIN;Acc:ZDB-GENE-081107-30]"
"1708",6.52529816797635e-08,1.74541702728677,0.385,0.258,0.00132868121296334,"1","cd81a","CD81 molecule a [Source:ZFIN;Acc:ZDB-GENE-000831-5]"
"1709",8.78588617477173e-08,1.59129553797904,0.151,0.052,0.00178898214290702,"1","cdh11","cadherin 11, type 2, OB-cadherin (osteoblast) [Source:ZFIN;Acc:ZDB-GENE-980526-170]"
"1710",1.03488972465011e-07,2.27172966870302,0.249,0.126,0.00210724245733256,"1","socs3a","suppressor of cytokine signaling 3a [Source:ZFIN;Acc:ZDB-GENE-030131-7349]"
"1711",1.26943476261706e-07,1.91986684099895,0.229,0.105,0.00258482306364086,"1","pcdh7b","protocadherin 7b [Source:ZFIN;Acc:ZDB-GENE-081104-299]"
"1712",1.27651211560448e-07,1.54621489587932,0.107,0.028,0.00259923396979384,"1","DAB2","si:ch211-204c21.1 [Source:ZFIN;Acc:ZDB-GENE-030429-35]"
"1713",1.35210583373386e-07,0.976102928160144,0.234,0.106,0.00275315789864888,"1","eef1da","eukaryotic translation elongation factor 1 delta a (guanine nucleotide exchange protein) [Source:ZFIN;Acc:ZDB-GENE-040426-2740]"
"1714",2.33872550561134e-07,1.16652428912882,0.146,0.05,0.00476211287452582,"1","si:ch73-138n13.1","si:ch73-138n13.1 [Source:ZFIN;Acc:ZDB-GENE-091204-448]"
"1715",2.40273311962657e-07,1.83810000586133,0.215,0.097,0.00489244517818362,"1","jdp2b","Jun dimerization protein 2b [Source:NCBI gene;Acc:436766]"
"1716",2.77791327243226e-07,0.662771755628239,0.102,0.026,0.00565638700532657,"1","dchs1b","dachsous cadherin-related 1b [Source:ZFIN;Acc:ZDB-GENE-050208-41]"
"1717",3.21539443752667e-07,1.79725754424878,0.195,0.084,0.00654718615369181,"1","elmsan1b","ELM2 and Myb/SANT-like domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-131121-13]"
"1718",3.44104000634506e-07,1.76977465920882,0.234,0.112,0.00700664566091982,"1","sema4ba","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4Ba [Source:ZFIN;Acc:ZDB-GENE-070705-31]"
"1719",4.09553643986059e-07,0.954009161450077,0.117,0.034,0.00833933129884413,"1","gab1","GRB2-associated binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2674]"
"1720",5.51525992112829e-07,1.64132908649877,0.254,0.132,0.0112301722514014,"1","zgc:162730","zgc:162730 [Source:ZFIN;Acc:ZDB-GENE-030131-6366]"
"1721",5.9173035601447e-07,1.23956183330727,0.112,0.032,0.0120488135091666,"1","her6","hairy-related 6 [Source:ZFIN;Acc:ZDB-GENE-980526-144]"
"1722",7.70852086109956e-07,1.4283068009611,0.2,0.089,0.0156960901773709,"1","MAGI3","wu:fi36a10 [Source:ZFIN;Acc:ZDB-GENE-030131-6139]"
"1723",7.92638968013242e-07,2.08125001191747,0.117,0.037,0.0161397146666856,"1","rgs5b","regulator of G protein signaling 5b [Source:ZFIN;Acc:ZDB-GENE-050417-359]"
"1724",9.23999737568857e-07,0.439470172032149,0.112,0.033,0.0188144826563771,"1","npm1a","nucleophosmin 1a [Source:ZFIN;Acc:ZDB-GENE-021028-1]"
"1725",9.93975146228101e-07,1.24845158266118,0.122,0.039,0.0202393219274966,"1","nrxn3a","neurexin 3a [Source:NCBI gene;Acc:563598]"
"1726",2.02670608505027e-06,1.19549205108553,0.122,0.041,0.0412677893037936,"1","il17rd","interleukin 17 receptor D [Source:NCBI gene;Acc:171474]"
"1727",2.52289126543592e-06,1.1180918260749,0.117,0.039,0.0513711119468063,"1","sdc2","syndecan 2 [Source:ZFIN;Acc:ZDB-GENE-021206-3]"
"1728",2.6324229365062e-06,1.72961656507694,0.151,0.061,0.0536013958331392,"1","raraa","retinoic acid receptor, alpha a [Source:NCBI gene;Acc:30680]"
"1729",2.65666097246337e-06,0.845331248117149,0.107,0.033,0.0540949307212992,"1","dkc1","dyskeratosis congenita 1, dyskerin [Source:ZFIN;Acc:ZDB-GENE-031118-120]"
"1730",3.01966358884176e-06,1.8809985284799,0.493,0.45,0.0614863899959959,"1","fosab","v-fos FBJ murine osteosarcoma viral oncogene homolog Ab [Source:ZFIN;Acc:ZDB-GENE-031222-4]"
"1731",3.52041120328389e-06,1.65923717576383,0.239,0.127,0.0716826129212666,"1","add3a","adducin 3 (gamma) a [Source:ZFIN;Acc:ZDB-GENE-030131-2721]"
"1732",3.74768971938833e-06,0.922351993332159,0.122,0.042,0.0763104580661852,"1","rbms2b","RNA binding motif, single stranded interacting protein 2b [Source:ZFIN;Acc:ZDB-GENE-040801-51]"
"1733",3.83192016993526e-06,2.46048369926074,0.102,0.031,0.0780255585002217,"1","atp1a1b","ATPase Na+/K+ transporting subunit alpha 1b [Source:ZFIN;Acc:ZDB-GENE-001212-5]"
"1734",3.9176866185313e-06,1.52254632577756,0.127,0.047,0.0797719349265343,"1","tshz3b","teashirt zinc finger homeobox 3b [Source:ZFIN;Acc:ZDB-GENE-100319-2]"
"1735",4.20883416081792e-06,1.33049554368494,0.137,0.052,0.0857002811825745,"1","tln1","talin 1 [Source:ZFIN;Acc:ZDB-GENE-031002-48]"
"1736",4.47379472919669e-06,0.858239773214627,0.195,0.089,0.0910954082759031,"1","hsp70l","heat shock cognate 70-kd protein, like [Source:ZFIN;Acc:ZDB-GENE-050321-1]"
"1737",4.93755335632803e-06,0.268237171327977,0.117,0.293,0.100538461441551,"1","nptna","neuroplastin a [Source:ZFIN;Acc:ZDB-GENE-030804-7]"
"1738",5.03071118182661e-06,1.25088987992921,0.195,0.091,0.102435341084354,"1","stat3","signal transducer and activator of transcription 3 (acute-phase response factor) [Source:ZFIN;Acc:ZDB-GENE-980526-68]"
"1739",5.27384918498193e-06,0.931972602188855,0.112,0.037,0.107386117104602,"1","aass","aminoadipate-semialdehyde synthase [Source:ZFIN;Acc:ZDB-GENE-061220-8]"
"1740",6.99748014339224e-06,0.607910887711886,0.107,0.035,0.142482690679753,"1","ier5l","immediate early response 5-like [Source:NCBI gene;Acc:326935]"
"1741",7.23677388390917e-06,0.716595844600579,0.137,0.321,0.147355189824159,"1","atp2b1a","ATPase plasma membrane Ca2+ transporting 1a [Source:ZFIN;Acc:ZDB-GENE-030925-29]"
"1742",7.30262969761707e-06,0.524617145468867,0.156,0.343,0.148696145902879,"1","mt2","metallothionein 2 [Source:NCBI gene;Acc:100174951]"
"1743",9.96924363773294e-06,1.27605787617657,0.117,0.042,0.202993738951518,"1","efnb3b","ephrin-B3b [Source:ZFIN;Acc:ZDB-GENE-010618-3]"
"1744",1.0743019654363e-05,1.62216310886255,0.273,0.162,0.218749366202139,"1","ablim1b","actin binding LIM protein 1b [Source:ZFIN;Acc:ZDB-GENE-050327-91]"
"1745",1.12768047040036e-05,1.21926795887482,0.127,0.048,0.229618297382922,"1","tox","thymocyte selection-associated high mobility group box [Source:ZFIN;Acc:ZDB-GENE-070912-181]"
"1746",1.35769489085064e-05,0.943054255010857,0.161,0.071,0.276453833675007,"1","pdk2a","pyruvate dehydrogenase kinase, isozyme 2a [Source:ZFIN;Acc:ZDB-GENE-120910-1]"
"1747",1.41323203609138e-05,1.77383073953156,0.141,0.059,0.287762307188926,"1","prkg1b","protein kinase cGMP-dependent 1b [Source:ZFIN;Acc:ZDB-GENE-080225-40]"
"1748",1.44354311653244e-05,0.413690345885976,0.18,0.081,0.293934249388335,"1","fxyd6l","FXYD domain containing ion transport regulator 6 like [Source:ZFIN;Acc:ZDB-GENE-071205-8]"
"1749",1.52394534660193e-05,1.48178996780674,0.337,0.244,0.310305751475085,"1","sdc4","syndecan 4 [Source:ZFIN;Acc:ZDB-GENE-061111-1]"
"1750",1.57689362997609e-05,0.994031846670195,0.141,0.058,0.321087080935732,"1","il6st","interleukin 6 signal transducer [Source:ZFIN;Acc:ZDB-GENE-080104-6]"
"1751",1.87328284768485e-05,1.26310921007279,0.205,0.104,0.381437853445588,"1","myo9aa","myosin IXAa [Source:NCBI gene;Acc:100006612]"
"1752",1.94782316368885e-05,1.66152911129933,0.19,0.096,0.396615752590323,"1","atf3","activating transcription factor 3 [Source:ZFIN;Acc:ZDB-GENE-040426-728]"
"1753",2.31110966166853e-05,1.36879038052957,0.102,0.035,0.470588149308946,"1","sh3pxd2aa","SH3 and PX domains 2Aa [Source:NCBI gene;Acc:562018]"
"1754",2.87230228197247e-05,0.541286067579544,0.137,0.055,0.584858190655235,"1","antxr2a","ANTXR cell adhesion molecule 2a [Source:ZFIN;Acc:ZDB-GENE-060526-14]"
"1755",2.93122059737113e-05,0.850313622650652,0.122,0.048,0.596855138036709,"1","cd99","CD99 molecule [Source:ZFIN;Acc:ZDB-GENE-061103-391]"
"1756",2.93557092014169e-05,1.33915653420441,0.132,0.055,0.59774095075925,"1","tcf7l1a","transcription factor 7 like 1a [Source:NCBI gene;Acc:30523]"
"1757",3.68458946655287e-05,0.827401307767239,0.102,0.036,0.750256107179496,"1","si:ch211-284f22.3","si:ch211-284f22.3 [Source:ZFIN;Acc:ZDB-GENE-060526-166]"
"1758",4.56608560070141e-05,0.8158778460988,0.156,0.07,0.929746350014821,"1","tuba8l","tubulin, alpha 8 like [Source:ZFIN;Acc:ZDB-GENE-030131-9167]"
"1759",4.63782823482691e-05,1.51042865620951,0.366,0.273,0.944354585175455,"1","diaph2","diaphanous-related formin 2 [Source:ZFIN;Acc:ZDB-GENE-090115-1]"
"1760",4.84310673818692e-05,1.08308116069477,0.137,0.059,0.986153394029622,"1","itgav","integrin, alpha V [Source:ZFIN;Acc:ZDB-GENE-060616-382]"
"1761",5.45605486123595e-05,1.33299405198568,0.185,0.093,1,"1","trim71","tripartite motif containing 71, E3 ubiquitin protein ligase [Source:NCBI gene;Acc:561754]"
"1762",7.73846675078667e-05,1.12495098991458,0.122,0.05,1,"1","GALNTL6","si:ch211-15e22.3 [Source:ZFIN;Acc:ZDB-GENE-090312-115]"
"1763",7.96585253609731e-05,1.44675198325908,0.137,0.061,1,"1","dgkh","diacylglycerol kinase, eta [Source:ZFIN;Acc:ZDB-GENE-070912-328]"
"1764",8.11415825760535e-05,0.326655505875067,0.18,0.331,1,"1","atf7ip","activating transcription factor 7 interacting protein [Source:NCBI gene;Acc:558977]"
"1765",8.34179478310432e-05,1.26068448273471,0.141,0.065,1,"1","plxna2","plexin A2 [Source:ZFIN;Acc:ZDB-GENE-090311-6]"
"1766",8.60519517529888e-05,1.51407459928182,0.19,0.103,1,"1","rbms1a","RNA binding motif, single stranded interacting protein 1a [Source:ZFIN;Acc:ZDB-GENE-030131-4967]"
"1767",8.92672097935242e-05,1.15391252178926,0.522,0.469,1,"1","tox2","TOX high mobility group box family member 2 [Source:ZFIN;Acc:ZDB-GENE-040426-2095]"
"1768",9.03637262900418e-05,0.784785614122119,0.093,0.221,1,"1","efhd1","EF-hand domain family, member D1 [Source:ZFIN;Acc:ZDB-GENE-030131-7461]"
"1769",9.08727407488163e-05,1.19480457975542,0.117,0.048,1,"1","bmpr2b","bone morphogenetic protein receptor, type II b (serine/threonine kinase) [Source:ZFIN;Acc:ZDB-GENE-070618-2]"
"1770",9.3837455805231e-05,1.34005492845644,0.132,0.059,1,"1","lrp1ab","low density lipoprotein receptor-related protein 1Ab [Source:ZFIN;Acc:ZDB-GENE-030131-7126]"
"1771",0.000113021872960527,1.19349687812745,0.132,0.059,1,"1","acap3b","ArfGAP with coiled-coil, ankyrin repeat and PH domains 3b [Source:ZFIN;Acc:ZDB-GENE-070209-274]"
"1772",0.00012059819267416,0.326877063787548,0.171,0.326,1,"1","pknox2","pbx/knotted 1 homeobox 2 [Source:ZFIN;Acc:ZDB-GENE-031118-112]"
"1773",0.00012845533118688,0.807526880063543,0.107,0.043,1,"1","pdk2b","pyruvate dehydrogenase kinase, isozyme 2b [Source:ZFIN;Acc:ZDB-GENE-040426-939]"
"1774",0.000137246065115435,1.10024648581347,0.102,0.04,1,"1","sh3bp5a","SH3-domain binding protein 5a (BTK-associated) [Source:ZFIN;Acc:ZDB-GENE-111111-2]"
"1775",0.000143466578380053,1.12980523322298,0.141,0.066,1,"1","deptor","DEP domain containing MTOR-interacting protein [Source:ZFIN;Acc:ZDB-GENE-061013-453]"
"1776",0.000147735451006121,1.27419190693997,0.395,0.302,1,"1","auts2a","activator of transcription and developmental regulator AUTS2 a [Source:ZFIN;Acc:ZDB-GENE-030616-571]"
"1777",0.000154049123784243,1.12630061172376,0.141,0.068,1,"1","sept9a","septin 9a [Source:ZFIN;Acc:ZDB-GENE-030131-9187]"
"1778",0.000162393481335426,0.499693577476593,0.107,0.043,1,"1","pinx1","PIN2 (TERF1) interacting telomerase inhibitor 1 [Source:ZFIN;Acc:ZDB-GENE-030515-2]"
"1779",0.000185466920150388,1.91465959630631,0.215,0.127,1,"1","insrb","insulin receptor b [Source:ZFIN;Acc:ZDB-GENE-020503-4]"
"1780",0.000192395424107607,0.84588615164705,0.317,0.21,1,"1","robo1","roundabout, axon guidance receptor, homolog 1 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-000209-3]"
"1781",0.000212727616460807,0.288558184886734,0.127,0.256,1,"1","ndufs5","NADH:ubiquinone oxidoreductase subunit S5 [Source:ZFIN;Acc:ZDB-GENE-050522-437]"
"1782",0.000232734729428775,1.13097554124446,0.132,0.062,1,"1","lxn","latexin [Source:ZFIN;Acc:ZDB-GENE-041212-18]"
"1783",0.000247683556147433,1.13802635581856,0.102,0.042,1,"1","ripor1","RHO family interacting cell polarization regulator 1 [Source:ZFIN;Acc:ZDB-GENE-050420-32]"
"1784",0.000254915740274384,0.829664543861277,0.107,0.044,1,"1","arid3b","AT rich interactive domain 3B (BRIGHT-like) [Source:ZFIN;Acc:ZDB-GENE-070209-182]"
"1785",0.000283272158989012,0.777724413022319,0.112,0.048,1,"1","gadd45bb","growth arrest and DNA-damage-inducible, beta b [Source:ZFIN;Acc:ZDB-GENE-050223-1]"
"1786",0.000308561340887387,1.42868836099039,0.21,0.124,1,"1","pbx1a","pre-B-cell leukemia homeobox 1a [Source:ZFIN;Acc:ZDB-GENE-000405-1]"
"1787",0.00036176136786932,1.10786873630077,0.107,0.046,1,"1","BX927333.1","CXADR like membrane protein [Source:NCBI gene;Acc:567179]"
"1788",0.00045403802124548,0.510551074089819,0.029,0.111,1,"1","gnai3","guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3 [Source:ZFIN;Acc:ZDB-GENE-070713-6]"
"1789",0.000478454313287583,0.315565267951227,0.127,0.259,1,"1","si:dkey-42i9.4","si:dkey-42i9.4 [Source:ZFIN;Acc:ZDB-GENE-030131-8398]"
"1790",0.000520943224200059,0.997020124237801,0.127,0.061,1,"1","ctnna1","catenin (cadherin-associated protein), alpha 1 [Source:ZFIN;Acc:ZDB-GENE-991207-24]"
"1791",0.00052565269407087,0.560830493480252,0.102,0.043,1,"1","zfp36l1b","zinc finger protein 36, C3H type-like 1b [Source:ZFIN;Acc:ZDB-GENE-030131-2391]"
"1792",0.000545530986239487,1.05677221079526,0.195,0.113,1,"1","spred2b","sprouty related EVH1 domain containing 2b [Source:NCBI gene;Acc:793290]"
"1793",0.000631059196771096,0.266714960821227,0.024,0.101,1,"1","si:dkey-183c6.8","si:dkey-183c6.8 [Source:ZFIN;Acc:ZDB-GENE-160728-23]"
"1794",0.000683011208044739,0.355222235066762,0.141,0.27,1,"1","foxn3","forkhead box N3 [Source:ZFIN;Acc:ZDB-GENE-060512-39]"
